Ubigeo|Departamento|Provincia|Distrito|Nombre de la Municipalidad|Dirección
150805|LIMA|HUAURA|HUALMAY|MUNICIPALIDAD DISTRITAL DE HUALMAY|Av. Domingo Mandamiento Sipán N° 710
150806|LIMA|HUAURA|HUAURA|MUNICIPALIDAD DISTRITAL DE HUAURA|Plaza de Armas S/N
150807|LIMA|HUAURA|LEONCIO PRADO|MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO|Plaza de Armas S/N
150808|LIMA|HUAURA|PACCHO|MUNICIPALIDAD DISTRITAL DE PACCHO|Plaza de Armas S/N
150809|LIMA|HUAURA|SANTA LEONOR|MUNICIPALIDAD DISTRITAL DE SANTA LEONOR|Plaza de Armas S/N
150810|LIMA|HUAURA|SANTA MARÍA|MUNICIPALIDAD DISTRITAL DE SANTA MARÍA|Av. Cruz Blanca N° 2006
150811|LIMA|HUAURA|SAYÁN|MUNICIPALIDAD DISTRITAL DE SAYÁN|Plaza de Armas Sur S/N
150812|LIMA|HUAURA|VEGUETA|MUNICIPALIDAD DISTRITAL DE VEGUETA|Calle Tarapacá N° 101
150901|LIMA|OYÓN|OYÓN|MUNICIPALIDAD PROVINCIAL DE OYÓN|Plaza de Armas N° 102
150902|LIMA|OYÓN|ANDAJES|MUNICIPALIDAD DISTRITAL DE ANDAJES|Plaza de Armas S/N
150903|LIMA|OYÓN|CAUJUL|MUNICIPALIDAD DISTRITAL DE CAUJUL|Av. Cajatambo S/N - Plaza de Armas
150904|LIMA|OYÓN|COCHAMARCA|MUNICIPALIDAD DISTRITAL DE COCHAMARCA|Plaza de Armas S/N
150905|LIMA|OYÓN|NAVÁN|MUNICIPALIDAD DISTRITAL DE NAVÁN|Av. Arica S/N
150906|LIMA|OYÓN|PACHANGARA|MUNICIPALIDAD DISTRITAL DE PACHANGARA|Av. Víctor Larco Herrera N° 281
151001|LIMA|YAUYOS|YAUYOS|MUNICIPALIDAD PROVINCIAL DE YAUYOS|Plaza Constitución N° 100 Mz. 27 Lt. 4
151002|LIMA|YAUYOS|ALIS|MUNICIPALIDAD DISTRITAL DE ALIS|Calle Virgen de la Asunción S/N - Plaza de Armas
151003|LIMA|YAUYOS|ALLAUCA|MUNICIPALIDAD DISTRITAL DE ALLAUCA|Calle Lima S/N
151004|LIMA|YAUYOS|AYAVIRI|MUNICIPALIDAD DISTRITAL DE AYAVIRI|Jr. Tahuantinsuyo N° 380 Mz. D Lt. 18
151005|LIMA|YAUYOS|AZÁNGARO|MUNICIPALIDAD DISTRITAL DE AZÁNGARO|Plaza de Armas S/N
151006|LIMA|YAUYOS|CACRA|MUNICIPALIDAD DISTRITAL DE CACRA|Plaza de Armas S/N
151007|LIMA|YAUYOS|CARANIA|MUNICIPALIDAD DISTRITAL DE CARANIA|Plaza Principal S/N
151008|LIMA|YAUYOS|CATAHUASI|MUNICIPALIDAD DISTRITAL DE CATAHUASI|Av. Manuel Gonzales Prada S/N - Plaza de Armas
151009|LIMA|YAUYOS|CHOCOS|MUNICIPALIDAD DISTRITAL DE CHOCOS|Plaza de Armas S/N
151010|LIMA|YAUYOS|COCHAS|MUNICIPALIDAD DISTRITAL DE COCHAS|Plaza de Armas S/N
151011|LIMA|YAUYOS|COLONIA|MUNICIPALIDAD DISTRITAL DE COLONIA|Av. Huancarcocha S/N
151012|LIMA|YAUYOS|HONGOS|MUNICIPALIDAD DISTRITAL DE HONGOS|Plaza de Armas S/N
151013|LIMA|YAUYOS|HUAMPARA|MUNICIPALIDAD DISTRITAL DE HUAMPARA|Plaza de Armas N° 120
151014|LIMA|YAUYOS|HUANCAYA|MUNICIPALIDAD DISTRITAL DE HUANCAYA|Calle Ciro Napanga Agüero N° 109 - Plaza de Armas
151015|LIMA|YAUYOS|HUANGASCAR|MUNICIPALIDAD DISTRITAL DE HUANGASCAR|Plaza de Armas N° 180
151016|LIMA|YAUYOS|HUANTAN|MUNICIPALIDAD DISTRITAL DE HUANTAN|Plaza de Armas S/N
151017|LIMA|YAUYOS|HUAÑEC|MUNICIPALIDAD DISTRITAL DE HUAÑEC|Plaza de Armas S/N
151018|LIMA|YAUYOS|LARAOS|MUNICIPALIDAD DISTRITAL DE LARAOS|Plaza Principal S/N
151019|LIMA|YAUYOS|LINCHA|MUNICIPALIDAD DISTRITAL DE LINCHA|Calle Lima N° 110
151020|LIMA|YAUYOS|MADEAN|MUNICIPALIDAD DISTRITAL DE MADEAN|Calle San Antonio de Padua N° 332 - Plaza de Armas
151021|LIMA|YAUYOS|MIRAFLORES|MUNICIPALIDAD DISTRITAL DE MIRAFLORES|Plaza Principal S/N
151022|LIMA|YAUYOS|OMAS|MUNICIPALIDAD DISTRITAL DE OMAS|Plaza de Armas S/N
151023|LIMA|YAUYOS|PUTINZA|MUNICIPALIDAD DISTRITAL DE PUTINZA|Plaza de Armas N° 100
151024|LIMA|YAUYOS|QUINCHES|MUNICIPALIDAD DISTRITAL DE QUINCHES|Jr. Unión S/N - Plaza de Armas
151025|LIMA|YAUYOS|QUINOCAY|MUNICIPALIDAD DISTRITAL DE QUINOCAY|Plaza de Armas S/N
151026|LIMA|YAUYOS|SAN JOAQUÍN|MUNICIPALIDAD DISTRITAL DE SAN JOAQUÍN|Plaza de Armas S/N
151027|LIMA|YAUYOS|SAN PEDRO DE PILAS|MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS|Calle Mariscal Sucre S/N Mz. B Lt. 1 - Plaza de Armas
151028|LIMA|YAUYOS|TANTA|MUNICIPALIDAD DISTRITAL DE TANTA|Plaza de Armas S/N
151029|LIMA|YAUYOS|TAURIPAMPA|MUNICIPALIDAD DISTRITAL DE TAURIPAMPA|Plaza de Armas S/N
151030|LIMA|YAUYOS|TOMÁS|MUNICIPALIDAD DISTRITAL DE TOMÁS|Plaza de Armas S/N
151031|LIMA|YAUYOS|TUPE|MUNICIPALIDAD DISTRITAL DE TUPE|Plaza de Armas S/N
151032|LIMA|YAUYOS|VIÑAC|MUNICIPALIDAD DISTRITAL DE VIÑAC|Calle Ayacucho S/N
151033|LIMA|YAUYOS|VITIS|MUNICIPALIDAD DISTRITAL DE VITIS|Plaza Principal S/N
160101|LORETO|MAYNAS|IQUITOS|MUNICIPALIDAD PROVINCIAL DE IQUITOS|Jr. Rufino Echenique N° 350
160102|LORETO|MAYNAS|ALTO NANAY|MUNICIPALIDAD DISTRITAL DE ALTO NANAY|Calle Pedro Isuiza S/N
160103|LORETO|MAYNAS|FERNANDO LORES|MUNICIPALIDAD DISTRITAL DE FERNANDO LORES|Calle Alaiza Paz Soldán N° 121 - Plaza de Armas
160104|LORETO|MAYNAS|INDIANA|MUNICIPALIDAD DISTRITAL DE INDIANA|Calle Cardo Franco N° 144
160105|LORETO|MAYNAS|LAS AMAZONAS|MUNICIPALIDAD DISTRITAL DE LAS AMAZONAS|Calle Iquitos S/N
160106|LORETO|MAYNAS|MAZAN|MUNICIPALIDAD DISTRITAL DE MAZAN|Plaza de Armas N° 100
160107|LORETO|MAYNAS|NAPO|MUNICIPALIDAD DISTRITAL DE NAPO|Calle Patricio Mosquera S/N
160108|LORETO|MAYNAS|PUNCHANA|MUNICIPALIDAD DISTRITAL DE PUNCHANA|Av. La Marina N° 719
160110|LORETO|MAYNAS|TORRES CAUSANA|MUNICIPALIDAD DISTRITAL DE TORRES CAUSANA|Calle Miraflores S/N
160112|LORETO|MAYNAS|BELÉN|MUNICIPALIDAD DISTRITAL DE BELÉN|Calle Miraflores S/N
160113|LORETO|MAYNAS|SAN JUAN BAUTISTA|MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA|Av. Abelardo Quiñones N° 2371
160201|LORETO|ALTO AMAZONAS|YURIMAGUAS|MUNICIPALIDAD PROVINCIAL DE YURIMAGUAS|Plaza de Armas N° 114
160202|LORETO|ALTO AMAZONAS|BALSAPUERTO|MUNICIPALIDAD DISTRITAL DE BALSAPUERTO|Calle Román Villa N° 214
160205|LORETO|ALTO AMAZONAS|JEBEROS|MUNICIPALIDAD DISTRITAL DE JEBEROS|Calle Bolívar S/N
160206|LORETO|ALTO AMAZONAS|LAGUNAS|MUNICIPALIDAD DISTRITAL DE LAGUNAS|Calle Juan Vásquez N° 233
160210|LORETO|ALTO AMAZONAS|SANTA CRUZ|MUNICIPALIDAD DISTRITAL DE SANTA CRUZ|Plaza de Armas S/N
160211|LORETO|ALTO AMAZONAS|TENIENTE CÉSAR LÓPEZ ROJAS|MUNICIPALIDAD DISTRITAL DE TENIENTE CÉSAR LÓPEZ ROJAS|Calle Teniente César Lopez Rojas S/N
160301|LORETO|LORETO|NAUTA|MUNICIPALIDAD PROVINCIAL DE NAUTA|Calle Manuel Pacaya S/N
160302|LORETO|LORETO|PARINARI|MUNICIPALIDAD DISTRITAL DE PARINARI|Calle Juan Murrieta Rengifo S/N - Plaza de Armas
160303|LORETO|LORETO|TIGRE|MUNICIPALIDAD DISTRITAL DE TIGRE|Calle Luque Herrera S/N
160304|LORETO|LORETO|TROMPETEROS|MUNICIPALIDAD DISTRITAL DE TROMPETEROS|Calle Alan García S/N
160305|LORETO|LORETO|URARINAS|MUNICIPALIDAD DISTRITAL DE URARINAS|Av. Topal S/N
160401|LORETO|MARISCAL RAMÓN|RAMÓN CASTILLA|MUNICIPALIDAD PROVINCIAL DE RAMÓN CASTILLA|Calle Ayacucho S/N
160402|LORETO|MARISCAL RAMÓN|PEBAS|MUNICIPALIDAD DISTRITAL DE PEBAS|Plaza de Armas S/N
160403|LORETO|MARISCAL RAMÓN|YAVARI|MUNICIPALIDAD DISTRITAL DE YAVARI|Calle Jerusalén S/N
160404|LORETO|MARISCAL RAMÓN|SAN PABLO|MUNICIPALIDAD DISTRITAL DE SAN PABLO|Calle Marie Bernard S/N - Plaza Mártires
160501|LORETO|REQUENA|REQUENA|MUNICIPALIDAD PROVINCIAL DE REQUENA|Calle San Francisco N° 138 Mz. 142
160502|LORETO|REQUENA|ALTO TAPICHE|MUNICIPALIDAD DISTRITAL DE ALTO TAPICHE|Calle San José N° 141
160503|LORETO|REQUENA|CAPELO|MUNICIPALIDAD DISTRITAL DE CAPELO|Calle María Inmaculada N° 120 Mz. 4 Lt. 14 Km. 1
160504|LORETO|REQUENA|EMILIO SAN MARTÍN|MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTÍN|Av. Sargento Lores S/N
160505|LORETO|REQUENA|MAQUIA|MUNICIPALIDAD DISTRITAL DE MAQUIA|Av. Talara S/N
160506|LORETO|REQUENA|PUINAHUA|MUNICIPALIDAD DISTRITAL DE PUINAHUA|Calle Bretaña S/N
160507|LORETO|REQUENA|SAQUENA|MUNICIPALIDAD DISTRITAL DE SAQUENA|Calle San Martín S/N - Plaza de Armas
160508|LORETO|REQUENA|SOPLIN|MUNICIPALIDAD DISTRITAL DE SOPLIN|Calle Pablo Rossel N° 466
160509|LORETO|REQUENA|TAPICHE|MUNICIPALIDAD DISTRITAL DE TAPICHE|Calle Ramón Castilla S/N
160510|LORETO|REQUENA|JENARO HERRERA|MUNICIPALIDAD DISTRITAL DE JENARO HERRERA|Calle Luis Felipe Morey S/N
160511|LORETO|REQUENA|YAQUERANA|MUNICIPALIDAD DISTRITAL DE YAQUERANA|Calle 28 de Julio N° 321
160601|LORETO|UCAYALI|CONTAMANA|MUNICIPALIDAD PROVINCIAL DE CONTAMANA|Calle Amazonas N° 315
160602|LORETO|UCAYALI|INAHUAYA|MUNICIPALIDAD DISTRITAL DE INAHUAYA|Jr. Libertad S/N con Jr. Independencia S/N
160603|LORETO|UCAYALI|PADRE MÁRQUEZ|MUNICIPALIDAD DISTRITAL DE PADRE MÁRQUEZ|Calle 28 de Julio S/N
160604|LORETO|UCAYALI|PAMPA HERMOSA|MUNICIPALIDAD DISTRITAL DE PAMPA HERMOSA|Calle Bolognesi N° 202
160605|LORETO|UCAYALI|SARAYACU|MUNICIPALIDAD DISTRITAL DE SARAYACU|Jr. Antolín Cambero Pastor Mz. 9 Lt. 8 - Dos de Mayo
160606|LORETO|UCAYALI|VARGAS GUERRA|MUNICIPALIDAD DISTRITAL DE VARGAS GUERRA|Jr. Dos de Mayo S/N
160701|LORETO|DATEM DEL MARAÑON|BARRANCA|MUNICIPALIDAD PROVINCIAL DE BARRANCA|Calle Tigre N° 249
160702|LORETO|DATEM DEL MARAÑON|CAHUAPANAS|MUNICIPALIDAD DISTRITAL DE CAHUAPANAS|Calle 28 de Julio N° 280
160703|LORETO|DATEM DEL MARAÑON|MANSERICHE|MUNICIPALIDAD DISTRITAL DE MANSERICHE|Calle Loreto S/N
160704|LORETO|DATEM DEL MARAÑON|MORONA|MUNICIPALIDAD DISTRITAL DE MORONA|Av. Progreso S/N - Puerto Alegría
160705|LORETO|DATEM DEL MARAÑON|PASTAZA|MUNICIPALIDAD DISTRITAL DE PASTAZA|Calle Alipio Ponce S/N - Plaza de Armas
160706|LORETO|DATEM DEL MARAÑON|ANDOAS|MUNICIPALIDAD DISTRITAL DE ANDOAS|Plaza de Armas S/N
160801|LORETO|PUTUMAYO|PUTUMAYO|MUNICIPALIDAD PROVINCIAL DE PUTUMAYO|Calle Arequipa S/N
160802|LORETO|PUTUMAYO|ROSA PANDURO|MUNICIPALIDAD DISTRITAL DE ROSA PANDURO|Calle Bellasol S/N Mz. E Lt. 28
160803|LORETO|PUTUMAYO|TENIENTE MANUEL CLAVERO|MUNICIPALIDAD DISTRITAL DE TENIENTE MANUEL CLAVERO|Calle Las Flores S/N
160804|LORETO|PUTUMAYO|YAGUAS|MUNICIPALIDAD DISTRITAL DE YAGUAS|Calle Ollanta Humala S/N
170101|MADRE DE DIOS|TAMBOPATA|TAMBOPATA|MUNICIPALIDAD PROVINCIAL DE TAMBOPATA|Av. León Velarde N° 230 Mz. 1
170102|MADRE DE DIOS|TAMBOPATA|INAMBARI|MUNICIPALIDAD DISTRITAL DE INAMBARI|Jr. Ramón Castilla S/N Km. 262
170103|MADRE DE DIOS|TAMBOPATA|LAS PIEDRAS|MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS|Jr. Quintín Granados S/N Mz. I Lt. 2 Km. 40 - Plaza de Armas
170104|MADRE DE DIOS|TAMBOPATA|LABERINTO|MUNICIPALIDAD DISTRITAL DE LABERINTO|Pasaje Manu S/N
170201|MADRE DE DIOS|MANU|MANU|MUNICIPALIDAD PROVINCIAL DE MANU|Jr. Salvación S/N Mz. 1
170202|MADRE DE DIOS|MANU|FITZCARRALD|MUNICIPALIDAD DISTRITAL DE FITZCARRALD|Jr. Boca Manu S/N
170203|MADRE DE DIOS|MANU|MADRE DE DIOS|MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS|Av. Madre de Dios S/N Mz. C Lt. 4
170204|MADRE DE DIOS|MANU|HUEPETUHE|MUNICIPALIDAD DISTRITAL DE HUEPETUHE|Av. Huepetuhe N° 1 Mz. K Lt. 2
170301|MADRE DE DIOS|TAHUAMANU|IÑAPARI|MUNICIPALIDAD PROVINCIAL DE IÑAPARI|Jr. Brasil N° 281 Mz. E Lt. 8
170302|MADRE DE DIOS|TAHUAMANU|IBERIA|MUNICIPALIDAD DISTRITAL DE IBERIA|Av. Máximo Rodríguez N° 124 Mz. Y1 Lt. 4
170303|MADRE DE DIOS|TAHUAMANU|TAHUAMANU|MUNICIPALIDAD DISTRITAL DE TAHUAMANU|Carretera Interoceánica S/N
180101|MOQUEGUA|MARISCAL NIETO|MOQUEGUA|MUNICIPALIDAD PROVINCIAL DE MOQUEGUA|Calle Áncash N° 275
180102|MOQUEGUA|MARISCAL NIETO|CARUMAS|MUNICIPALIDAD DISTRITAL DE CARUMAS|Calle Carumas S/N
180103|MOQUEGUA|MARISCAL NIETO|CUCHUMBAYA|MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA|Calle Arequipa N° 444
180104|MOQUEGUA|MARISCAL NIETO|SAMEGUA|MUNICIPALIDAD DISTRITAL DE SAMEGUA|Av. Emancipación S/N
180105|MOQUEGUA|MARISCAL NIETO|SAN CRISTÓBAL|MUNICIPALIDAD DISTRITAL DE SAN CRISTÓBAL|Calle Lima S/N - Frente a La Plaza Calacoa
180106|MOQUEGUA|MARISCAL NIETO|TORATA|MUNICIPALIDAD DISTRITAL DE TORATA|Calle Torata N° 53
180107|MOQUEGUA|MARISCAL NIETO|SAN ANTONIO|MUNICIPALIDAD DISTRITAL DE SAN ANTONIO|Av. Central S/N Mz. D Lt. 4
180201|MOQUEGUA|GENERAL SÁNCHEZ CERRO|OMATE|MUNICIPALIDAD PROVINCIAL DE OMATE|Calle Grau N° 101
180202|MOQUEGUA|GENERAL SÁNCHEZ CERRO|CHOJATA|MUNICIPALIDAD DISTRITAL DE CHOJATA|Calle Tacna N° 100
180203|MOQUEGUA|GENERAL SÁNCHEZ CERRO|COALAQUE|MUNICIPALIDAD DISTRITAL DE COALAQUE|Calle Los Laureles S/N
180204|MOQUEGUA|GENERAL SÁNCHEZ CERRO|ICHUÑA|MUNICIPALIDAD DISTRITAL DE ICHUÑA|Calle 2 de Enero S/N - Plaza de Armas
180205|MOQUEGUA|GENERAL SÁNCHEZ CERRO|LA CAPILLA|MUNICIPALIDAD DISTRITAL DE LA CAPILLA|Plaza de Armas S/N
180206|MOQUEGUA|GENERAL SÁNCHEZ CERRO|LLOQUE|MUNICIPALIDAD DISTRITAL DE LLOQUE|Plaza de Armas S/N
180207|MOQUEGUA|GENERAL SÁNCHEZ CERRO|MATALAQUE|MUNICIPALIDAD DISTRITAL DE MATALAQUE|Calle Independencia S/N
180208|MOQUEGUA|GENERAL SÁNCHEZ CERRO|PUQUINA|MUNICIPALIDAD DISTRITAL DE PUQUINA|Plaza de Armas S/N
180209|MOQUEGUA|GENERAL SÁNCHEZ CERRO|QUINISTAQUILLAS|MUNICIPALIDAD DISTRITAL DE QUINISTAQUILLAS|Calle Cruz Verde N° 1 Mz. G Lt. 10 Km. 1
180210|MOQUEGUA|GENERAL SÁNCHEZ CERRO|UBINAS|MUNICIPALIDAD DISTRITAL DE UBINAS|Calle Bolognesi S/N - Plaza de Armas
180211|MOQUEGUA|GENERAL SÁNCHEZ CERRO|YUNGA|MUNICIPALIDAD DISTRITAL DE YUNGA|Calle Moquegua S/N
180301|MOQUEGUA|ILO|ILO|MUNICIPALIDAD PROVINCIAL DE ILO|Malecón Costero Miramar Nº 1200 - 1202
180302|MOQUEGUA|ILO|EL ALGARROBAL|MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL|Carretera El Algarrobal S/N
180303|MOQUEGUA|ILO|PACOCHA|MUNICIPALIDAD DISTRITAL DE PACOCHA|Av. Ingeniería N° 2 Mz. C Lt. SC
190101|PASCO|PASCO|CHAUPIMARCA|MUNICIPALIDAD PROVINCIAL DE CHAUPIMARCA|Plazuela Municipal
190102|PASCO|PASCO|HUACHÓN|MUNICIPALIDAD DISTRITAL DE HUACHÓN|Plaza Principal S/N
190103|PASCO|PASCO|HUARIACA|MUNICIPALIDAD DISTRITAL DE HUARIACA|Jr. 28 de Julio N° 129
190104|PASCO|PASCO|HUAYLLAY|MUNICIPALIDAD DISTRITAL DE HUAYLLAY|Plaza Principal S/N
190105|PASCO|PASCO|NINACACA|MUNICIPALIDAD DISTRITAL DE NINACACA|Jr. Mariscal Castilla S/N Mz. 38 Lt. 9
190106|PASCO|PASCO|PALLANCHACRA|MUNICIPALIDAD DISTRITAL DE PALLANCHACRA|Jr. Parque Carrión N° 105 Mz. U Lt. 3 Km. 38
190107|PASCO|PASCO|PAUCARTAMBO|MUNICIPALIDAD DISTRITAL DE PAUCARTAMBO|Plaza 28 de Julio S/N
190108|PASCO|PASCO|SAN FRANCISCO DE ASÍS DE YARUSYACÁN|MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASÍS DE YARUSYACÁN|Plaza Principal S/N
190109|PASCO|PASCO|SIMÓN BOLÍVAR|MUNICIPALIDAD DISTRITAL DE SIMÓN BOLÍVAR|Av. Simón Bolívar N° 106
190110|PASCO|PASCO|TICLACAYAN|MUNICIPALIDAD DISTRITAL DE TICLACAYAN|Plaza Principal S/N
190111|PASCO|PASCO|TINYAHUARCO|MUNICIPALIDAD DISTRITAL DE TINYAHUARCO|Jr. Morales Janampa S/N - Plaza Principal
190112|PASCO|PASCO|VICCO|MUNICIPALIDAD DISTRITAL DE VICCO|Plaza de Armas N° 110
190113|PASCO|PASCO|YANACANCHA|MUNICIPALIDAD DISTRITAL DE YANACANCHA|Av. Las Américas S/N
190201|PASCO|DANIEL ALCIDES CARRIÓN|YANAHUANCA|MUNICIPALIDAD PROVINCIAL DE YANAHUANCA|Jr. Jorge Chávez S/N
190202|PASCO|DANIEL ALCIDES CARRIÓN|CHACAYAN|MUNICIPALIDAD DISTRITAL DE CHACAYAN|Calle La Libertad S/N - Edif. Estatal N°1
190203|PASCO|DANIEL ALCIDES CARRIÓN|GOYLLARISQUIZGA|MUNICIPALIDAD DISTRITAL DE GOYLLARISQUIZGA|Av. 27 de Noviembre S/N
190204|PASCO|DANIEL ALCIDES CARRIÓN|PAUCAR|MUNICIPALIDAD DISTRITAL DE PAUCAR|Av. 28 de Julio S/N
190205|PASCO|DANIEL ALCIDES CARRIÓN|SAN PEDRO DE PILLAO|MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILLAO|Calle Lima S/N - Plaza Principal
190206|PASCO|DANIEL ALCIDES CARRIÓN|SANTA ANA DE TUSI|MUNICIPALIDAD DISTRITAL DE SANTA ANA DE TUSI|Plaza Principal S/N
190207|PASCO|DANIEL ALCIDES CARRIÓN|TAPUC|MUNICIPALIDAD DISTRITAL DE TAPUC|Jr. Oscar Benavides S/N
190208|PASCO|DANIEL ALCIDES CARRIÓN|VILCABAMBA|MUNICIPALIDAD DISTRITAL DE VILCABAMBA|Jr. Los Héroes N° 116
190301|PASCO|OXAPAMPA|OXAPAMPA|MUNICIPALIDAD PROVINCIAL DE OXAPAMPA|Jr. Grau N° 302
190302|PASCO|OXAPAMPA|CHONTABAMBA|MUNICIPALIDAD DISTRITAL DE CHONTABAMBA|Jr. Joseph Walijeweski N° 201 - Plaza de Armas
190303|PASCO|OXAPAMPA|HUANCABAMBA|MUNICIPALIDAD DISTRITAL DE HUANCABAMBA|Av. Las Palmeras S/N
190304|PASCO|OXAPAMPA|PALCAZU|MUNICIPALIDAD DISTRITAL DE PALCAZU|Av. Julio Shitabori N° 512
190305|PASCO|OXAPAMPA|POZUZO|MUNICIPALIDAD DISTRITAL DE POZUZO|Av. Los Colonos S/N
190306|PASCO|OXAPAMPA|PUERTO BERMÚDEZ|MUNICIPALIDAD DISTRITAL DE PUERTO BERMÚDEZ|Av. Capitán Larry S/N
190307|PASCO|OXAPAMPA|VILLA RICA|MUNICIPALIDAD DISTRITAL DE VILLA RICA|Jr. Cooperativa N° 224
190308|PASCO|OXAPAMPA|CONSTITUCIÓN|MUNICIPALIDAD DISTRITAL DE CONSTITUCIÓN|Av. Fernando Belaúnde Terry S/N - 4ta Etapa
200101|PIURA|PIURA|PIURA|MUNICIPALIDAD PROVINCIAL DE PIURA|Jr. Ayacucho N° 377
200104|PIURA|PIURA|CASTILLA|MUNICIPALIDAD DISTRITAL DE CASTILLA|Jr. Ayacucho N° 414
200105|PIURA|PIURA|CATACAOS|MUNICIPALIDAD DISTRITAL DE CATACAOS|Calle Comercio N° 540
200107|PIURA|PIURA|CURA MORI|MUNICIPALIDAD DISTRITAL DE CURA MORI|Jr. Sullana N° 500 Mz. D-2 Lt. 5
200108|PIURA|PIURA|EL TALLÁN|MUNICIPALIDAD DISTRITAL DE EL TALLÁN|Calle San Luis S/N Mz. 9 Lt. 16
200109|PIURA|PIURA|LA ARENA|MUNICIPALIDAD DISTRITAL DE LA ARENA|Jr. Arequipa N° 409
200110|PIURA|PIURA|LA UNIÓN|MUNICIPALIDAD DISTRITAL DE LA UNIÓN|Calle Chepa Santos N° 701
200111|PIURA|PIURA|LAS LOMAS|MUNICIPALIDAD DISTRITAL DE LAS LOMAS|Jr. Miguel Grau N° 374
200114|PIURA|PIURA|TAMBO GRANDE|MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE|Jr. Ramón Castilla N° 449 Mz. 50 Lt. 10
200115|PIURA|PIURA|VEINTISÉIS DE OCTUBRE|MUNICIPALIDAD DISTRITAL DE VEINTISÉIS DE OCTUBRE|Av. Prolongación Grau N° 190 Mz. C Lt. 19
200201|PIURA|AYABACA|AYABACA|MUNICIPALIDAD PROVINCIAL DE AYABACA|Calle Salaverry N° 260
200202|PIURA|AYABACA|FRÍAS|MUNICIPALIDAD DISTRITAL DE FRÍAS|Calle Lima N° 234
200203|PIURA|AYABACA|JILILI|MUNICIPALIDAD DISTRITAL DE JILILI|Plaza de Armas N° 107
200204|PIURA|AYABACA|LAGUNAS|MUNICIPALIDAD DISTRITAL DE LAGUNAS|Calle Ernesto Merino Rivera S/N Mz. 2 Lt. 5
200205|PIURA|AYABACA|MONTERO|MUNICIPALIDAD DISTRITAL DE MONTERO|Jr. Ernesto Merino N° 152
200206|PIURA|AYABACA|PACAIPAMPA|MUNICIPALIDAD DISTRITAL DE PACAIPAMPA|Calle Unión S/N Mz. F Lt. 28
200207|PIURA|AYABACA|PAIMAS|MUNICIPALIDAD DISTRITAL DE PAIMAS|Av. Miguel Grau N° 320
200208|PIURA|AYABACA|SAPILLICA|MUNICIPALIDAD DISTRITAL DE SAPILLICA|Av. Ernesto Merino S/N Mz. A Lt. 1
200209|PIURA|AYABACA|SICCHEZ|MUNICIPALIDAD DISTRITAL DE SICCHEZ|Calle Bolognesi S/N
200210|PIURA|AYABACA|SUYO|MUNICIPALIDAD DISTRITAL DE SUYO|Jr. Leoncio Prado S/N
200301|PIURA|HUANCABAMBA|HUANCABAMBA|MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA|Calle General Medina N° 110
200302|PIURA|HUANCABAMBA|CANCHAQUE|MUNICIPALIDAD DISTRITAL DE CANCHAQUE|Jr. Bolognesi S/N con Jr. San Martín S/N
200303|PIURA|HUANCABAMBA|EL CARMEN DE LA FRONTERA|MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA|Plaza de Armas Sapalache S/N
200304|PIURA|HUANCABAMBA|HUARMACA|MUNICIPALIDAD DISTRITAL DE HUARMACA|Jr. Grau S/N
200305|PIURA|HUANCABAMBA|LALAQUIZ|MUNICIPALIDAD DISTRITAL DE LALAQUIZ|Av. Principal Tunal S/N
200306|PIURA|HUANCABAMBA|SAN MIGUEL DE EL FAIQUE|MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE|Jr. Jacinto Pongo N° 156
200307|PIURA|HUANCABAMBA|SONDOR|MUNICIPALIDAD DISTRITAL DE SONDOR|Calle Progreso N° 209
200308|PIURA|HUANCABAMBA|SONDORILLO|MUNICIPALIDAD DISTRITAL DE SONDORILLO|Jr. San Juan N° 109
200401|PIURA|MORROPÓN|CHULUCANAS|MUNICIPALIDAD PROVINCIAL DE CHULUCANAS|Jr. Cuzco N° 421
200402|PIURA|MORROPÓN|BUENOS AIRES|MUNICIPALIDAD DISTRITAL DE BUENOS AIRES|Av. Miguel Grau N° 576
200403|PIURA|MORROPÓN|CHALACO|MUNICIPALIDAD DISTRITAL DE CHALACO|Calle Simón Bolívar N° 204
200404|PIURA|MORROPÓN|LA MATANZA|MUNICIPALIDAD DISTRITAL DE LA MATANZA|Jr. Mariscal Sucre S/N Mz. 84 Lt. 1
200405|PIURA|MORROPÓN|MORROPÓN|MUNICIPALIDAD DISTRITAL DE MORROPÓN|Calle Lima N° 808
200406|PIURA|MORROPÓN|SALITRAL|MUNICIPALIDAD DISTRITAL DE SALITRAL|Av. 29 de Setiembre N° 201
